"DATABASE_NAME","SCHEMA_NAME","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHAR_MAX_LENGTH","MIN_VALUE","MAX_VALUE","DISTINCT_COUNT","NULL_%","SAMPLE_VALUES"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","DATE_RCV_LAST","TIMESTAMP_NTZ(9)",,"1995-01-10 00:00:00.000","2026-04-23 00:00:00.000","7706",49.01,"2006-01-27 00:00:00.000, 2013-01-29 00:00:00.000, 2013-07-22 00:00:00.000, 2015-01-19 00:00:00.000, 2020-03-16 00:00:00.000"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","DATE_ISS_LAST","TIMESTAMP_NTZ(9)",,"1995-01-09 00:00:00.000","2026-04-23 00:00:00.000","7457",48.43,"2003-10-09 00:00:00.000, 2013-01-29 00:00:00.000, 2013-07-22 00:00:00.000, 2015-01-19 00:00:00.000, 2020-03-16 00:00:00.000"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","DATE_FRZN","TIMESTAMP_NTZ(9)",,,,"0",100,""
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","TIME_FRZN","NUMBER(6,0)",,"0","0","1",0,"0"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","ID_USER_FRZN","TEXT(3)","3",,,"0",100,""
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_ONHD","NUMBER(8,0)",,"-405335","34604628","3837",0,"10263, 31031, 36479, 42840, 841"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_ALLOC","NUMBER(8,0)",,"0","3166200","1126",0,"174, 238, 4091, 475, 924"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_ONORD","NUMBER(8,0)",,"-13","18519648","734",0,"174, 375552, 492, 841, 924"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_FRZN","NUMBER(8,0)",,"0","0","1",0,"0"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_INSP","NUMBER(8,0)",,"0","26460","2",0,"0, 26460"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_ORD_OPEN","NUMBER(8,0)",,"0","460254","39",0,"2165, 24, 360, 72, 78"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","CODE_PRICE_1","TEXT(2)","2",,,"0",100,""
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","CODE_PRICE_2","TEXT(2)","2",,,"0",100,""
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","CODE_PRICE_3","TEXT(2)","2",,,"0",100,""
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","CODE_PRICE_4","TEXT(2)","2",,,"0",100,""
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","CODE_PRICE_5","TEXT(2)","2",,,"0",100,""
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","PRICE_SELL_1","NUMBER(9,2)",,"0.00","1319.60","52",0,"197.05, 24.00, 37.60, 456.00, 51.60"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","PRICE_SELL_2","NUMBER(9,2)",,"0.00","0.00","1",0,"0.00"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","PRICE_SELL_3","NUMBER(9,2)",,"0.00","0.00","1",0,"0.00"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","PRICE_SELL_4","NUMBER(9,2)",,"0.00","0.00","1",0,"0.00"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","PRICE_SELL_5","NUMBER(9,2)",,"0.00","0.00","1",0,"0.00"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_USAGE_MTD","NUMBER(8,0)",,"-105","1242576","1164",0,"174, 2934, 475, 531, 924"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_USAGE_YTD","NUMBER(9,0)",,"-2431","7230225","2384",0,"1002, 1568, 2057, 475, 924"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_USAGE_YR_LAST","NUMBER(9,0)",,"-6480","36058305","3208",0,"1002, 2057, 29730, 4946, 841"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_SOLD_MTD","NUMBER(8,0)",,"-105","53748","309",0,"-105, 103, 218, 289, 630"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_SOLD_YTD","NUMBER(9,0)",,"-35","470844","783",0,"174, 238, 475, 488, 924"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_SOLD_YR_LAST","NUMBER(9,0)",,"-41","1800936","1246",0,"1002, 1568, 475, 841, 924"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","SLS_MTD","NUMBER(10,2)",,"0.00","136347.36","4224",0,"1394.81, 157.74, 1807.56, 3702.31, 719.28"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","SLS_YTD","NUMBER(10,2)",,"0.00","1223121.74","9856",0,"1214.40, 2380.00, 2716.02, 4257.84, 69974.40"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","SLS_YR_LAST","NUMBER(10,2)",,"0.00","3311209.68","13974",0,"1245.72, 2380.00, 2627.68, 298.00, 560.64"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","COST_MTD","NUMBER(10,2)",,"-1730.40","51341.04","3332",0,"109.67, 11280.15, 123.47, 2519.90, 6.85"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","COST_YTD","NUMBER(10,2)",,"-3296.52","379296.83","7583",0,"17967.51, 539.84, 6.85, 719.28, 8976.33"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","COST_YR_LAST","NUMBER(10,2)",,"-8250.20","1043767.50","11257",0,"0.60, 1315.64, 144.04, 2352.16, 582.65"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","QTY_BO","NUMBER(8,0)",,"0","0","1",0,"0"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_OPTION_ATPIC","NUMBER(1,0)",,"1","2","2",0,"1, 2"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","PCT_CMPL_ATPIC","NUMBER(3,0)",,"0","1","2",0,"0, 1"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_KANBAN","NUMBER(1,0)",,"0","0","1",0,"0"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_FULFILL_TYPE","NUMBER(1,0)",,"1","3","3",0,"1, 2, 3"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","ID_PLANNER","TEXT(2)","2",,,"34",0.05,"BM, FG, HT, SX, TF"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","CODE_ABC","TEXT(1)","1",,,"3",90.74,"A, B, C"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_ABC_SET","TEXT(1)","1",,,"2",0.14,"C, M"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_STK","TEXT(1)","1",,,"3",0,"C, N, S"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_CNTRL","TEXT(1)","1",,,"3",0,"C, N, S"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_SOURCE","TEXT(1)","1",,,"3",0,"C, M, P"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_PLCY_ORD","TEXT(1)","1",,,"6",0,"F, L, M, P, R"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_TAX_ITEM","TEXT(1)","1",,,"3",0,"M, N, Y"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_INSP_RQRD_A","TEXT(1)","1",,,"2",0,"N, Y"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_LOC_Bronze","FLAG_DATA_SAFETY","TEXT(1)","1",,,"1",0,"N"
